月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
7/1（日）,ヤクルト 5 - 6 阪神,神　宮 17:00,,勝：小野 敗：寺島
,DeNA 1 - 15 広島,横　浜 13:00,,勝：岡田 敗：濵口
,中日 0 - 3 巨人,ナゴヤドーム 14:00,,勝：ヤングマン 敗：山井
,日本ハム 3 - 6 オリックス,札幌ドーム 14:00,,勝：ディクソン 敗：吉田
,西武 8 - 7 楽天,メットライフ 13:00,,勝：カスティーヨ 敗：宋家豪
,ソフトバンク 1 - 4 ロッテ,ヤフオクドーム 13:00,,勝：酒居 敗：バンデンハーク
7/2（月）,,,,
7/3（火）,巨人 6 - 5 DeNA,東京ドーム 18:00,,勝：谷岡 敗：田中健
,阪神 5 - 10 中日,甲子園 18:00,,勝：小笠原 敗：メッセンジャー
,広島 中止 ヤクルト,マツダスタジアム 18:00,,
,日本ハム 2 - 5 西武,札幌ドーム 18:00,,勝：十亀 敗：上沢
,楽天 2 - 5 ソフトバンク,弘　前 18:00,,勝：千賀 敗：古川
,オリックス 2 - 2 ロッテ,京セラD大阪 18:00,,分：比嘉 分：南
7/4（水）,巨人 4 - 8 DeNA,東京ドーム 18:00,,勝：ウィーランド 敗：田口
,阪神 6 - 5 中日,甲子園 18:00,,勝：桑原 敗：祖父江
,広島 4 - 2 ヤクルト,マツダスタジアム 18:00,,勝：ジョンソン 敗：ブキャナン
,オリックス 4 - 2 ロッテ,京セラD大阪 18:00,,勝：山本 敗：益田
7/5（木）,巨人 4 - 6 DeNA,東京ドーム 18:00,,勝：今永 敗：山口俊
,阪神 中止 中日,甲子園 18:00,,
,広島 中止 ヤクルト,マツダスタジアム 18:00,,
,日本ハム 中止 西武,函　館 13:00,,
,楽天 6 - 5 ソフトバンク,楽天生命パーク 18:00,,勝：則本 敗：攝津
,オリックス 2 - 5 ロッテ,京セラD大阪 18:00,,勝：唐川 敗：山岡
7/6（金）,巨人 4 - 0 広島,東京ドーム 18:00,,勝：菅野 敗：大瀬良
,中日 中止 ヤクルト,ナゴヤドーム 18:00,,
,阪神 中止 DeNA,甲子園 18:00,,
,楽天 中止 西武,楽天生命パーク 18:00,,
,ロッテ 1 - 1 日本ハム,ZOZOマリン 18:15,,分：南 分：井口
7/7（土）,巨人 2 - 5 広島,東京ドーム 18:00,,勝：野村 敗：内海
,中日 3 - 0 ヤクルト,ナゴヤドーム 14:00,,勝：ガルシア 敗：小川
,阪神 中止 DeNA,甲子園 18:00,,
,楽天 2 - 3 西武,楽天生命パーク 16:00,,勝：多和田 敗：宋家豪
,ロッテ 9 - 1 日本ハム,ZOZOマリン 14:00,,勝：ボルシンガー 敗：高梨
,オリックス 中止 ソフトバンク,ほっと神戸 15:00,,
7/8（日）,巨人 6 - 4 広島,東京ドーム 14:00,,勝：今村 敗：岡田
,中日 5 - 4 ヤクルト,ナゴヤドーム 14:00,,勝：吉見 敗：石川
,阪神 0 - 1 DeNA,甲子園 18:00,,勝：井納 敗：岩貞
,楽天 3 - 4 西武,楽天生命パーク 13:00,,勝：カスティーヨ 敗：高梨
,ロッテ 3 - 6 日本ハム,ZOZOマリン 14:00,,勝：加藤 敗：酒居
,オリックス 0 - 8 ソフトバンク,京セラD大阪 13:00,,勝：バンデンハーク 敗：西
7/9（月）,ヤクルト 5 - 8 巨人,静　岡 18:00,,勝：ヤングマン 敗：中尾
,DeNA 5 - 4 中日,横　浜 18:00,,勝：石田 敗：佐藤
,広島 中止 阪神,マツダスタジアム 18:00,,
,西武 11 - 5 ロッテ,メットライフ 18:00,,勝：平井 敗：南
,ソフトバンク 1 - 10 日本ハム,東京ドーム 18:00,,勝：有原 敗：石川
7/10（火）,ヤクルト 3 - 6 巨人,神　宮 18:00,,勝：メルセデス 敗：ブキャナン
,DeNA 8 - 13 中日,横　浜 18:00,,勝：山井 敗：ウィーランド
,広島 中止 阪神,マツダスタジアム 18:00,,
,楽天 3 - 2 オリックス,山形市 18:00,,勝：高梨 敗：山本
,西武 5 - 7 ロッテ,メットライフ 18:00,,勝：松永 敗：ウルフ
,ソフトバンク 0 - 12 日本ハム,東京ドーム 18:00,,勝：上沢 敗：武田
7/11（水）,ヤクルト 3 - 7 巨人,神　宮 18:00,,勝：山口俊 敗：大下
,DeNA 1 - 2 中日,横　浜 18:00,,勝：小笠原 敗：今永
,広島 中止 阪神,マツダスタジアム 18:00,,
,楽天 3 - 8 オリックス,楽天生命パーク 18:00,,勝：金子千尋 敗：辛島
,西武 8 - 4 ロッテ,メットライフ 18:00,,勝：榎田 敗：有吉
7/12（木）,,,,
7/13（金）,パ・リーグ 7 - 6 セ・リーグ,京セラD大阪 19:00,,勝：宮西 敗：ガルシア
7/14（土）,セ・リーグ 1 - 5 パ・リーグ,熊　本 18:30,,勝：アルバース 敗：岩貞
7/15（日）,,,,
7/16（月）,DeNA 2 - 5 ヤクルト,横　浜 18:00,,勝：中尾 敗：山﨑
,中日 1 - 5 広島,ナゴヤドーム 18:00,,勝：ジョンソン 敗：吉見
,阪神 3 - 4 巨人,甲子園 18:00,,勝：内海 敗：メッセンジャー
,ロッテ 2 - 3 楽天,ZOZOマリン 17:00,,勝：宋家豪 敗：益田
,オリックス 1 - 4 日本ハム,京セラD大阪 17:00,,勝：有原 敗：西
,ソフトバンク 16 - 4 西武,ヤフオクドーム 18:00,,勝：千賀 敗：多和田
7/17（火）,DeNA 0 - 6 ヤクルト,横　浜 18:00,,勝：ブキャナン 敗：濵口
,中日 1 - 5 広島,ナゴヤドーム 18:00,,勝：九里 敗：笠原
,阪神 2 - 4 巨人,甲子園 18:00,,勝：ヤングマン 敗：岩田
,ロッテ 1 - 6 楽天,ZOZOマリン 18:15,,勝：美馬 敗：石川
,オリックス 11 - 0 日本ハム,京セラD大阪 18:00,,勝：ディクソン 敗：マルティネス
,ソフトバンク 6 - 1 西武,ヤフオクドーム 18:00,,勝：石川 敗：十亀
7/18（水）,DeNA 7 - 2 ヤクルト,横　浜 17:45,,勝：ウィーランド 敗：原
,中日 5 - 0 広島,ナゴヤドーム 18:00,,勝：ガルシア 敗：岡田
,阪神 3 - 5 巨人,甲子園 18:00,,勝：メルセデス 敗：才木
,ロッテ 2 - 6 楽天,ZOZOマリン 18:15,,勝：松井 敗：益田
,オリックス 3 - 2 日本ハム,京セラD大阪 18:00,,勝：澤田 敗：村田
,ソフトバンク 5 - 12 西武,北九州 18:00,,勝：ウルフ 敗：武田
7/19（木）,,,,
7/20（金）,ヤクルト 9 - 4 中日,神　宮 18:00,,勝：大下 敗：山井
,DeNA 10 - 3 阪神,横　浜 18:00,,勝：東 敗：秋山
,広島 10 - 9 巨人,マツダスタジアム 18:00,,勝：ジャクソン 敗：マシソン
,日本ハム 6 - 5 ソフトバンク,札幌ドーム 18:00,,勝：上沢 敗：バンデンハーク
,西武 2 - 7 楽天,メットライフ 18:00,,勝：塩見 敗：菊池
,ロッテ 8 - 7 オリックス,ZOZOマリン 18:15,,勝：内 敗：比嘉
7/21（土）,ヤクルト 7 - 5 中日,神　宮 18:00,,勝：石山 敗：鈴木博
,DeNA 5 - 7 阪神,横　浜 17:30,,勝：岩貞 敗：石田
,広島 7 - 5 巨人,マツダスタジアム 18:00,,勝：大瀬良 敗：菅野
,日本ハム 3 - 2 ソフトバンク,札幌ドーム 14:00,,勝：杉浦 敗：攝津
,西武 7 - 9 楽天,メットライフ 18:00,,勝：松井 敗：武隈
,ロッテ 2 - 1 オリックス,ZOZOマリン 17:00,,勝：ボルシンガー 敗：山岡
7/22（日）,ヤクルト 5 - 4 中日,神　宮 18:00,,勝：近藤 敗：又吉
,DeNA 7 - 11 阪神,横　浜 17:30,,勝：メッセンジャー 敗：今永
,広島 8 - 6 巨人,マツダスタジアム 18:00,,勝：永川 敗：上原
,日本ハム 7 - 5 ソフトバンク,札幌ドーム 14:00,,勝：井口 敗：加治屋
,西武 6 - 3 楽天,メットライフ 18:00,,勝：ヒース 敗：松井
,ロッテ 7 - 3 オリックス,ZOZOマリン 17:00,,勝：涌井 敗：吉田一
7/23（月）,,,,
7/24（火）,巨人 2 - 5 ヤクルト,倉　敷 18:00,,勝：小川 敗：内海
,中日 11 - 4 DeNA,浜　松 18:00,,勝：笠原 敗：井納
,阪神 1 - 3 広島,甲子園 18:00,,勝：ジョンソン 敗：岩田
,楽天 10 - 8 日本ハム,楽天生命パーク 18:00,,勝：松井 敗：玉井
,西武 7 - 1 オリックス,メットライフ 18:00,,勝：多和田 敗：金子千尋
,ソフトバンク 10 - 10 ロッテ,京セラD大阪 18:00,,分：加治屋 分：岩下
7/25（水）,巨人 5 - 6 ヤクルト,京セラD大阪 18:00,,勝：ブキャナン 敗：ヤングマン
,中日 3 - 4 DeNA,ナゴヤドーム 18:00,,勝：濵口 敗：ガルシア
,阪神 6 - 3 広島,甲子園 18:00,,勝：才木 敗：九里
,楽天 8 - 1 日本ハム,楽天生命パーク 18:00,,勝：古川 敗：マルティネス
,西武 6 - 5 オリックス,メットライフ 18:00,,勝：ヒース 敗：増井
7/26（木）,巨人 1 - 2 ヤクルト,京セラD大阪 18:00,,勝：星 敗：上原
,中日 4 - 5 DeNA,ナゴヤドーム 18:00,,勝：田中健 敗：吉見
,阪神 3 - 9 広島,甲子園 18:00,,勝：アドゥワ 敗：藤浪
,西武 2 - 1 オリックス,メットライフ 18:00,,勝：ヒース 敗：増井
,ソフトバンク 6 - 5 ロッテ,ヤフオクドーム 18:00,,勝：森 敗：大谷
7/27（金）,巨人 5 - 0 中日,東京ドーム 18:00,,勝：山口俊 敗：山井
,ヤクルト 8 - 2 阪神,神　宮 18:00,,勝：カラシティー 敗：小野
,広島 10 - 1 DeNA,マツダスタジアム 18:00,,勝：野村 敗：ウィーランド
,日本ハム 13 - 2 オリックス,札幌ドーム 18:00,,勝：上沢 敗：西
,ソフトバンク 5 - 6 楽天,ヤフオクドーム 18:00,,勝：久保 敗：五十嵐
7/28（土）,巨人 0 - 4 中日,東京ドーム 14:00,,勝：小笠原 敗：菅野
,ヤクルト 中止 阪神,神　宮 18:00,,
,広島 1 - 9 DeNA,マツダスタジアム 18:00,,勝：京山 敗：大瀬良
,日本ハム 3 - 0 オリックス,札幌ドーム 14:00,,勝：堀 敗：山岡
,ロッテ 中止 西武,ZOZOマリン 18:00,,
,ソフトバンク 1 - 7 楽天,ヤフオクドーム 14:00,,勝：岸 敗：攝津
7/29（日）,巨人 2 - 9 中日,東京ドーム 14:00,,勝：小熊 敗：髙田
,ヤクルト 4 - 10 阪神,神　宮 18:00,,勝：藤川 敗：風張
,広島 中止 DeNA,マツダスタジアム 18:00,,
,日本ハム 2 - 8 オリックス,札幌ドーム 14:00,,勝：近藤 敗：トンキン
,ロッテ 3 - 9 西武,ZOZOマリン 18:00,,勝：齊藤大 敗：ボルシンガー
,ソフトバンク 4 - 0 楽天,ヤフオクドーム 13:00,,勝：武田 敗：辛島
7/30（月）,,,,
7/31（火）,ヤクルト 3 - 6 広島,神　宮 18:00,,勝：ジョンソン 敗：小川
,DeNA 0 - 6 巨人,横　浜 17:45,,勝：内海 敗：井納
,中日 7 - 2 阪神,ナゴヤドーム 18:00,,勝：ガルシア 敗：岩貞
,日本ハム 14 - 1 ロッテ,釧　路 13:00,,勝：有原 敗：石川
,西武 7 - 4 ソフトバンク,メットライフ 18:00,,勝：多和田 敗：千賀
,オリックス 4 - 6 楽天,京セラD大阪 18:00,,勝：宋家豪 敗：吉田一
