月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
11/1（日）,巨人 2 - 0 ヤクルト,東京ドーム 14:00,,勝：畠 敗：スアレス
,DeNA 6 - 5 阪神,横　浜 14:00,,勝：三嶋 敗：エドワーズ
,中日 0 - 3 広島,ナゴヤドーム 14:00,,勝：森下 敗：柳
,日本ハム 7 - 1 オリックス,札幌ドーム 13:00,,勝：有原 敗：本田
,西武 3 - 1 ソフトバンク,メットライフ 13:00,,勝：松本 敗：笠谷
,ロッテ 3 - 3 楽天,ZOZOマリン 13:00,,分：小野 分：松井
11/2（月）,西武 4 - 0 日本ハム,メットライフ 18:00,,勝：榎田 敗：生田目
11/3（火）,中日 7 - 5 DeNA,ナゴヤドーム 14:00,,勝：福谷 敗：大貫
,阪神 1 - 4 ヤクルト,甲子園 14:00,,勝：梅野 敗：岩貞
,広島 2 - 2 巨人,マツダスタジアム 14:00,,分：フランスア 分：田口
,西武 5 - 4 日本ハム,メットライフ 14:00,,勝：森脇 敗：玉井
,ロッテ 3 - 4 ソフトバンク,ZOZOマリン 14:00,,勝：バンデンハーク 敗：石川
,オリックス 6 - 3 楽天,京セラD大阪 18:00,,勝：山﨑福 敗：則本昂
11/4（水）,中日 5 - 4 DeNA,ナゴヤドーム 18:00,,勝：祖父江 敗：伊勢
,阪神 3 - 2 ヤクルト,甲子園 18:00,,勝：スアレス 敗：梅野
,広島 5 - 1 巨人,マツダスタジアム 18:00,,勝：遠藤 敗：髙橋
,西武 10 - 3 日本ハム,メットライフ 18:00,,勝：ニール 敗：吉田輝
,ロッテ 0 - 2 ソフトバンク,ZOZOマリン 18:00,,勝：千賀 敗：チェン・ウェイン
,オリックス 8 - 7 楽天,京セラD大阪 18:00,,勝：山田 敗：ブセニッツ
11/5（木）,中日 2 - 0 DeNA,ナゴヤドーム 18:00,,勝：大野雄 敗：平良
,阪神 8 - 7 ヤクルト,甲子園 18:00,,勝：ガンケル 敗：星
,広島 5 - 4 巨人,マツダスタジアム 18:00,,勝：ケムナ 敗：田口
,ロッテ 6 - 1 ソフトバンク,ZOZOマリン 18:00,,勝：美馬 敗：東浜
,オリックス 2 - 4 楽天,京セラD大阪 18:00,,勝：牧田 敗：張
11/6（金）,中日 4 - 5 ヤクルト,ナゴヤドーム 18:00,,勝：マクガフ 敗：谷元
,楽天 4 - 2 西武,楽天生命パーク 18:00,,勝：岸 敗：浜屋
,オリックス 4 - 3 日本ハム,京セラD大阪 18:00,,勝：宮城 敗：河野
11/7（土）,巨人 6 - 2 ヤクルト,東京ドーム 18:00,,勝：今村 敗：小川
,広島 0 - 2 阪神,マツダスタジアム 14:00,,勝：秋山 敗：中村祐
,楽天 6 - 6 西武,楽天生命パーク 14:00,,分：松井 分：増田
,ロッテ 4 - 3 オリックス,ZOZOマリン 18:00,,勝：二木 敗：榊原
11/8（日）,巨人 3 - 5 ヤクルト,東京ドーム 14:00,,勝：梅野 敗：田中豊
,ロッテ 8 - 2 西武,ZOZOマリン 13:00,,勝：岩下 敗：松本
11/9（月）,ロッテ 4 - 7 日本ハム,ZOZOマリン 18:00,,勝：加藤 敗：フローレス
,ソフトバンク 6 - 2 西武,PayPayドーム 18:00,,勝：石川 敗：齊藤大
11/10（火）,ヤクルト 3 - 7 広島,神　宮 18:00,,勝：床田 敗：奥川
,阪神 0 - 4 巨人,甲子園 18:00,,勝：戸郷 敗：青柳
11/11（水）,阪神 1 - 0 DeNA,甲子園 18:00,,勝：岩貞 敗：石田
,広島 2 - 3 中日,マツダスタジアム 18:00,,勝：柳 敗：九里
11/12（木）,,,,
11/13（金）,,,,
11/14（土）,DeNA 5 - 4 巨人,横　浜 14:00,,勝：三嶋 敗：田口
,ソフトバンク 4 - 3 ロッテ,PayPayドーム 13:00,,勝：モイネロ 敗：澤村
11/15（日）,ソフトバンク 6 - 4 ロッテ,PayPayドーム 13:00,,勝：モイネロ 敗：チェン・ウェイン
11/16（月）,,,,
11/17（火）,,,,
11/18（水）,,,,
11/19（木）,,,,
11/20（金）,,,,
11/21（土）,巨人 1 - 5 ソフトバンク,京セラD大阪 18:10,,勝：千賀 敗：菅野
11/22（日）,巨人 2 - 13 ソフトバンク,京セラD大阪 18:10,,勝：石川 敗：今村
11/23（月）,,,,
11/24（火）,ソフトバンク 4 - 0 巨人,PayPayドーム 18:30,,勝：ムーア 敗：サンチェス
11/25（水）,ソフトバンク 4 - 1 巨人,PayPayドーム 18:30,,勝：松本 敗：畠
11/26（木）,,,,
11/27（金）,,,,
11/28（土）,,,,
11/29（日）,,,,
11/30（月）,,,,
